hotel_id;energy_agreement_id;energy_type_id;entry_date;count_value;reactive_value;capacitive_value;is_oasas;oasas_count_value;oasas_reactive_value;oasas_capacitive_value
736;1;1;01.01.2018;8.379.968;0;0;FALSE;0;0;0
736;1;1;02.01.2018;8.381.592;0;0;FALSE;0;0;0
736;1;1;03.01.2018;8.383.048;0;0;FALSE;0;0;0
736;1;1;04.01.2018;8.384.352;0;0;FALSE;0;0;0
736;1;1;05.01.2018;8.385.766;0;0;FALSE;0;0;0
736;1;1;06.01.2018;8.387.407;0;0;FALSE;0;0;0
736;1;1;07.01.2018;8.388.987;0;0;FALSE;0;0;0
736;1;1;08.01.2018;8.390.900;0;0;FALSE;0;0;0
736;1;1;09.01.2018;8.392.500;0;0;FALSE;0;0;0
736;1;1;10.01.2018;8.396.855;0;0;FALSE;0;0;0
736;1;1;11.01.2018;8.398.215;0;0;FALSE;0;0;0
736;1;1;12.01.2018;8.399.828;0;0;FALSE;0;0;0
736;1;1;13.01.2018;8.401.426;0;0;FALSE;0;0;0
736;1;1;14.01.2018;8.403.240;0;0;FALSE;0;0;0
736;1;1;15.01.2018;8.405.141;0;0;FALSE;0;0;0
736;1;1;16.01.2018;8.406.675;0;0;FALSE;0;0;0
736;1;1;17.01.2018;8.408.292;0;0;FALSE;0;0;0
736;1;1;18.01.2018;8.410.040;0;0;FALSE;0;0;0
736;1;1;19.01.2018;8.411.777;0;0;FALSE;0;0;0
736;1;1;20.01.2018;8.413.402;0;0;FALSE;0;0;0
736;1;1;21.01.2018;8.415.138;0;0;FALSE;0;0;0
736;1;1;22.01.2018;8.416.781;0;0;FALSE;0;0;0
736;1;1;23.01.2018;8.418.447;0;0;FALSE;0;0;0
736;1;1;24.01.2018;8.420.548;0;0;FALSE;0;0;0
736;1;1;25.01.2018;8.422.526;0;0;FALSE;0;0;0
736;1;1;26.01.2018;8.424.409;0;0;FALSE;0;0;0
736;1;1;27.01.2018;8.426.043;0;0;FALSE;0;0;0
736;1;1;28.01.2018;8.427.846;0;0;FALSE;0;0;0
736;1;1;29.01.2018;8.429.493;0;0;FALSE;0;0;0
736;1;1;30.01.2018;8.431.016;0;0;FALSE;0;0;0
736;1;1;31.01.2018;8.432.449;0;0;FALSE;0;0;0
736;1;1;01.02.2018;8.433.756;0;0;FALSE;0;0;0
736;1;1;02.02.2018;8.435.146;0;0;FALSE;0;0;0
736;1;1;03.02.2018;8.436.423;0;0;FALSE;0;0;0
736;1;1;04.02.2018;8.437.755;0;0;FALSE;0;0;0
736;1;1;05.02.2018;8.439.043;0;0;FALSE;0;0;0
736;1;1;06.02.2018;8.440.560;0;0;FALSE;0;0;0
736;1;1;07.02.2018;8.442.030;0;0;FALSE;0;0;0
736;1;1;08.02.2018;8.443.412;0;0;FALSE;0;0;0
736;1;1;09.02.2018;8.444.900;0;0;FALSE;0;0;0
736;1;1;10.02.2018;8.446.302;0;0;FALSE;0;0;0
736;1;1;11.02.2018;8.447.811;0;0;FALSE;0;0;0
736;1;1;12.02.2018;8.449.635;0;0;FALSE;0;0;0
736;1;1;13.02.2018;8.451.303;0;0;FALSE;0;0;0
736;1;1;14.02.2018;8.452.796;0;0;FALSE;0;0;0
736;1;1;15.02.2018;8.454.209;0;0;FALSE;0;0;0
736;1;1;16.02.2018;8.455.900;0;0;FALSE;0;0;0
736;1;1;17.02.2018;8.457.254;0;0;FALSE;0;0;0
736;1;1;18.02.2018;8.458.913;0;0;FALSE;0;0;0
736;1;1;19.02.2018;8.460.981;0;0;FALSE;0;0;0
736;1;1;20.02.2018;8.462.810;0;0;FALSE;0;0;0
736;1;1;21.02.2018;8.464.415;0;0;FALSE;0;0;0
736;1;1;22.02.2018;8.466.346;0;0;FALSE;0;0;0
736;1;1;23.02.2018;8.467.752;0;0;FALSE;0;0;0
736;1;1;24.02.2018;8.469.620;0;0;FALSE;0;0;0
736;1;1;25.02.2018;8.471.477;0;0;FALSE;0;0;0
736;1;1;26.02.2018;8.473.108;0;0;FALSE;0;0;0
736;1;1;27.02.2018;8.475.000;0;0;FALSE;0;0;0
736;1;1;28.02.2018;8.478.142;0;0;FALSE;0;0;0
736;1;1;01.03.2018;8.479.396;0;0;FALSE;0;0;0
736;1;1;02.03.2018;8.481.515;0;0;FALSE;0;0;0
736;1;1;03.03.2018;8.483.150;0;0;FALSE;0;0;0
736;1;1;04.03.2018;8.485.350;0;0;FALSE;0;0;0
736;1;1;05.03.2018;8.487.215;0;0;FALSE;0;0;0
736;1;1;06.03.2018;8.489.600;0;0;FALSE;0;0;0
736;1;1;07.03.2018;8.490.950;0;0;FALSE;0;0;0
736;1;1;08.03.2018;8.490.263;0;0;FALSE;0;0;0
736;1;1;09.03.2018;8.491.368;0;0;FALSE;0;0;0
736;1;1;10.03.2018;8.492.936;0;0;FALSE;0;0;0
736;1;1;11.03.2018;8.494.150;0;0;FALSE;0;0;0
736;1;1;12.03.2018;8.496.015;0;0;FALSE;0;0;0
736;1;1;13.03.2018;8.498.215;0;0;FALSE;0;0;0
736;1;1;14.03.2018;8.500.023;0;0;FALSE;0;0;0
736;1;1;15.03.2018;8.499.356;0;0;FALSE;0;0;0
736;1;1;16.03.2018;8.500.558;0;0;FALSE;0;0;0
736;1;1;17.03.2018;8.501.815;0;0;FALSE;0;0;0
736;1;1;18.03.2018;8.503.005;0;0;FALSE;0;0;0
736;1;1;19.03.2018;8.504.215;0;0;FALSE;0;0;0
736;1;1;20.03.2018;8.505.515;0;0;FALSE;0;0;0
736;1;1;21.03.2018;8.506.696;0;0;FALSE;0;0;0
736;1;1;22.03.2018;8.508.146;0;0;FALSE;0;0;0
736;1;1;23.03.2018;8.509.668;0;0;FALSE;0;0;0
736;1;1;24.03.2018;8.511.210;0;0;FALSE;0;0;0
736;1;1;25.03.2018;8.512.696;0;0;FALSE;0;0;0
736;1;1;26.03.2018;8.514.250;0;0;FALSE;0;0;0
736;1;1;27.03.2018;8.515.950;0;0;FALSE;0;0;0
736;1;1;28.03.2018;8.517.520;0;0;FALSE;0;0;0
736;1;1;29.03.2018;8.519.195;0;0;FALSE;0;0;0
736;1;1;30.03.2018;8.520.780;0;0;FALSE;0;0;0
736;1;1;31.03.2018;8.522.015;0;0;FALSE;0;0;0
736;1;1;01.04.2018;8.523.117;0;0;FALSE;0;0;0
736;1;1;02.04.2018;8.523.925;0;0;FALSE;0;0;0
736;1;1;03.04.2018;8.524.990;0;0;FALSE;0;0;0
736;1;1;04.04.2018;8.525.760;0;0;FALSE;0;0;0
736;1;1;05.04.2018;8.526.463;0;0;FALSE;0;0;0
736;1;1;06.04.2018;8.527.319;0;0;FALSE;0;0;0
736;1;1;07.04.2018;8.528.291;0;0;FALSE;0;0;0
736;1;1;08.04.2018;8.529.497;0;0;FALSE;0;0;0
736;1;1;09.04.2018;8.530.516;0;0;FALSE;0;0;0
736;1;1;10.04.2018;8.531.411;0;0;FALSE;0;0;0
736;1;1;11.04.2018;8.532.133;0;0;FALSE;0;0;0
736;1;1;12.04.2018;8.533.260;0;0;FALSE;0;0;0
736;1;1;13.04.2018;8.534.228;0;0;FALSE;0;0;0
736;1;1;14.04.2018;8.535.278;0;0;FALSE;0;0;0
736;1;1;15.04.2018;8.535.978;0;0;FALSE;0;0;0
736;1;1;16.04.2018;8.536.931;0;0;FALSE;0;0;0
736;1;1;17.04.2018;8.537.876;0;0;FALSE;0;0;0
736;1;1;18.04.2018;8.539.064;0;0;FALSE;0;0;0
736;1;1;19.04.2018;8.539.701;0;0;FALSE;0;0;0
736;1;1;20.04.2018;8.540.493;0;0;FALSE;0;0;0
736;1;1;21.04.2018;8.541.360;0;0;FALSE;0;0;0
736;1;1;22.04.2018;8.542.310;0;0;FALSE;0;0;0
736;1;1;23.04.2018;8.542.680;0;0;FALSE;0;0;0
736;1;1;24.04.2018;8.543.035;0;0;FALSE;0;0;0
736;1;1;25.04.2018;8.543.352;0;0;FALSE;0;0;0
736;1;1;26.04.2018;8.543.676;0;0;FALSE;0;0;0
736;1;1;27.04.2018;8.544.049;0;0;FALSE;0;0;0
736;1;1;28.04.2018;8.544.373;0;0;FALSE;0;0;0
736;1;1;29.04.2018;8.544.905;0;0;FALSE;0;0;0
736;1;1;30.04.2018;8.545.697;0;0;FALSE;0;0;0
736;1;1;01.05.2018;8.546.301;0;0;FALSE;0;0;0
736;1;1;02.05.2018;8.546.644;0;0;FALSE;0;0;0
736;1;1;03.05.2018;8.547.009;0;0;FALSE;0;0;0
736;1;1;04.05.2018;8.547.405;0;0;FALSE;0;0;0
736;1;1;05.05.2018;8.547.781;0;0;FALSE;0;0;0
736;1;1;06.05.2018;8.548.153;0;0;FALSE;0;0;0
736;1;1;07.05.2018;8.548.565;0;0;FALSE;0;0;0
736;1;1;08.05.2018;8.548.894;0;0;FALSE;0;0;0
736;1;1;09.05.2018;8.549.216;0;0;FALSE;0;0;0
736;1;1;10.05.2018;8.549.609;0;0;FALSE;0;0;0
736;1;1;11.05.2018;8.549.921;0;0;FALSE;0;0;0
736;1;1;12.05.2018;8.550.252;0;0;FALSE;0;0;0
736;1;1;13.05.2018;8.550.595;0;0;FALSE;0;0;0
736;1;1;14.05.2018;8.550.973;0;0;FALSE;0;0;0
736;1;1;15.05.2018;8.551.308;0;0;FALSE;0;0;0
736;1;1;16.05.2018;8.551.656;0;0;FALSE;0;0;0
736;1;1;17.05.2018;8.551.911;0;0;FALSE;0;0;0
736;1;1;18.05.2018;8.552.129;0;0;FALSE;0;0;0
736;1;1;19.05.2018;8.552.351;0;0;FALSE;0;0;0
736;1;1;20.05.2018;8.552.552;0;0;FALSE;0;0;0
736;1;1;21.05.2018;8.552.780;0;0;FALSE;0;0;0
736;1;1;22.05.2018;8.553.004;0;0;FALSE;0;0;0
736;1;1;23.05.2018;8.553.240;0;0;FALSE;0;0;0
736;1;1;24.05.2018;8.553.432;0;0;FALSE;0;0;0
736;1;1;25.05.2018;8.553.597;0;0;FALSE;0;0;0
736;1;1;26.05.2018;8.553.789;0;0;FALSE;0;0;0
736;1;1;27.05.2018;8.553.975;0;0;FALSE;0;0;0
736;1;1;28.05.2018;8.554.143;0;0;FALSE;0;0;0
736;1;1;29.05.2018;8.554.315;0;0;FALSE;0;0;0
736;1;1;30.05.2018;8.554.478;0;0;FALSE;0;0;0
736;1;1;31.05.2018;8.554.667;0;0;FALSE;0;0;0
736;1;1;01.06.2018;8.555.050;0;0;FALSE;0;0;0
736;1;1;02.06.2018;8.555.562;0;0;FALSE;0;0;0
736;1;1;03.06.2018;8.555.886;0;0;FALSE;0;0;0
