hotel_id;energy_agreement_id;energy_type_id;entry_date;count_value;reactive_value;capacitive_value;is_oasas;oasas_count_value;oasas_reactive_value;oasas_capacitive_value
736;1;1;04.06.2018;8.556.207;0;0;FALSE;0;0;0
736;1;1;05.06.2018;8.556.521;0;0;FALSE;0;0;0
736;1;1;06.06.2018;8.556.850;0;0;FALSE;0;0;0
736;1;1;07.06.2018;8.557.115;0;0;FALSE;0;0;0
736;1;1;08.06.2018;8.557.456;0;0;FALSE;0;0;0
736;1;1;09.06.2018;8.557.738;0;0;FALSE;0;0;0
736;1;1;10.06.2018;8.558.027;0;0;FALSE;0;0;0
736;1;1;11.06.2018;8.558.307;0;0;FALSE;0;0;0
736;1;1;12.06.2018;8.558.658;0;0;FALSE;0;0;0
736;1;1;13.06.2018;8.558.914;0;0;FALSE;0;0;0
736;1;1;14.06.2018;8.559.153;0;0;FALSE;0;0;0
736;1;1;15.06.2018;8.559.441;0;0;FALSE;0;0;0
736;1;1;16.06.2018;8.559.722;0;0;FALSE;0;0;0
736;1;1;17.06.2018;8.560.073;0;0;FALSE;0;0;0
736;1;1;18.06.2018;8.560.411;0;0;FALSE;0;0;0
736;1;1;19.06.2018;8.560.726;0;0;FALSE;0;0;0
736;1;1;20.06.2018;8.561.036;0;0;FALSE;0;0;0
736;1;1;21.06.2018;8.561.292;0;0;FALSE;0;0;0
736;1;1;22.06.2018;8.561.565;0;0;FALSE;0;0;0
736;1;1;23.06.2018;8.561.823;0;0;FALSE;0;0;0
736;1;1;24.06.2018;8.562.032;0;0;FALSE;0;0;0
736;1;1;25.06.2018;8.562.445;0;0;FALSE;0;0;0
736;1;1;26.06.2018;8.562.758;0;0;FALSE;0;0;0
736;1;1;27.06.2018;8.563.151;0;0;FALSE;0;0;0
736;1;1;28.06.2018;8.563.431;0;0;FALSE;0;0;0
736;1;1;29.06.2018;8.563.697;0;0;FALSE;0;0;0
736;1;1;30.06.2018;8.564.050;0;0;FALSE;0;0;0
736;1;1;01.07.2018;8.564.350;0;0;FALSE;0;0;0
736;1;1;02.07.2018;8.564.751;0;0;FALSE;0;0;0
736;1;1;03.07.2018;8.565.051;0;0;FALSE;0;0;0
736;1;1;04.07.2018;8.565.384;0;0;FALSE;0;0;0
736;1;1;05.07.2018;8.565.702;0;0;FALSE;0;0;0
736;1;1;06.07.2018;8.566.107;0;0;FALSE;0;0;0
736;1;1;07.07.2018;8.566.648;0;0;FALSE;0;0;0
736;1;1;08.07.2018;8.566.781;0;0;FALSE;0;0;0
736;1;1;09.07.2018;8.567.218;0;0;FALSE;0;0;0
736;1;1;10.07.2018;8.567.538;0;0;FALSE;0;0;0
736;1;1;11.07.2018;8.567.638;0;0;FALSE;0;0;0
736;1;1;12.07.2018;8.567.707;0;0;FALSE;0;0;0
736;1;1;13.07.2018;8.567.922;0;0;FALSE;0;0;0
736;1;1;14.07.2018;8.568.202;0;0;FALSE;0;0;0
736;1;1;15.07.2018;8.568.448;0;0;FALSE;0;0;0
736;1;1;16.07.2018;8.568.742;0;0;FALSE;0;0;0
736;1;1;17.07.2018;8.568.932;0;0;FALSE;0;0;0
736;1;1;18.07.2018;8.569.186;0;0;FALSE;0;0;0
736;1;1;19.07.2018;8.569.324;0;0;FALSE;0;0;0
736;1;1;20.07.2018;8.569.584;0;0;FALSE;0;0;0
736;1;1;21.07.2018;8.569.894;0;0;FALSE;0;0;0
736;1;1;22.07.2018;8.570.167;0;0;FALSE;0;0;0
736;1;1;23.07.2018;8.570.488;0;0;FALSE;0;0;0
736;1;1;24.07.2018;8.570.763;0;0;FALSE;0;0;0
736;1;1;25.07.2018;8.570.987;0;0;FALSE;0;0;0
736;1;1;26.07.2018;8.571.285;0;0;FALSE;0;0;0
736;1;1;27.07.2018;8.571.556;0;0;FALSE;0;0;0
736;1;1;28.07.2018;8.571.861;0;0;FALSE;0;0;0
736;1;1;29.07.2018;8.572.153;0;0;FALSE;0;0;0
736;1;1;30.07.2018;8.572.416;0;0;FALSE;0;0;0
736;1;1;31.07.2018;8.572.620;0;0;FALSE;0;0;0
736;1;1;01.08.2018;8.572.670;0;0;FALSE;0;0;0
736;1;1;02.08.2018;8.572.917;0;0;FALSE;0;0;0
736;1;1;03.08.2018;8.573.202;0;0;FALSE;0;0;0
736;1;1;04.08.2018;8.573.522;0;0;FALSE;0;0;0
736;1;1;05.08.2018;8.573.782;0;0;FALSE;0;0;0
736;1;1;06.08.2018;8.574.059;0;0;FALSE;0;0;0
736;1;1;07.08.2018;8.574.387;0;0;FALSE;0;0;0
736;1;1;08.08.2018;8.574.621;0;0;FALSE;0;0;0
736;1;1;09.08.2018;8.574.912;0;0;FALSE;0;0;0
736;1;1;10.08.2018;8.575.150;0;0;FALSE;0;0;0
736;1;1;11.08.2018;8.575.417;0;0;FALSE;0;0;0
736;1;1;12.08.2018;8.575.701;0;0;FALSE;0;0;0
736;1;1;13.08.2018;8.576.001;0;0;FALSE;0;0;0
736;1;1;14.08.2018;8.576.296;0;0;FALSE;0;0;0
736;1;1;15.08.2018;8.576.599;0;0;FALSE;0;0;0
736;1;1;16.08.2018;8.576.907;0;0;FALSE;0;0;0
736;1;1;17.08.2018;8.577.188;0;0;FALSE;0;0;0
736;1;1;18.08.2018;8.577.458;0;0;FALSE;0;0;0
736;1;1;19.08.2018;8.577.675;0;0;FALSE;0;0;0
736;1;1;20.08.2018;8.577.935;0;0;FALSE;0;0;0
736;1;1;21.08.2018;8.578.207;0;0;FALSE;0;0;0
736;1;1;22.08.2018;8.578.470;0;0;FALSE;0;0;0
736;1;1;23.08.2018;8.578.747;0;0;FALSE;0;0;0
736;1;1;24.08.2018;8.578.995;0;0;FALSE;0;0;0
736;1;1;25.08.2018;8.579.244;0;0;FALSE;0;0;0
736;1;1;26.08.2018;8.579.533;0;0;FALSE;0;0;0
736;1;1;27.08.2018;8.579.803;0;0;FALSE;0;0;0
736;1;1;28.08.2018;8.580.069;0;0;FALSE;0;0;0
736;1;1;29.08.2018;8.580.330;0;0;FALSE;0;0;0
736;1;1;30.08.2018;8.580.571;0;0;FALSE;0;0;0
736;1;1;31.08.2018;8.580.876;0;0;FALSE;0;0;0
736;1;1;01.09.2018;5.851.104;0;0;FALSE;0;0;0
736;1;1;02.09.2018;8.581.412;0;0;FALSE;0;0;0
736;1;1;03.09.2018;8.581.636;0;0;FALSE;0;0;0
736;1;1;04.09.2018;8.581.911;0;0;FALSE;0;0;0
736;1;1;05.09.2018;8.582.178;0;0;FALSE;0;0;0
736;1;1;06.09.2018;8.582.485;0;0;FALSE;0;0;0
736;1;1;07.09.2018;8.582.747;0;0;FALSE;0;0;0
736;1;1;08.09.2018;8.582.997;0;0;FALSE;0;0;0
736;1;1;09.09.2018;8.583.257;0;0;FALSE;0;0;0
736;1;1;10.09.2018;8.583.605;0;0;FALSE;0;0;0
736;1;1;11.09.2018;8.583.934;0;0;FALSE;0;0;0
736;1;1;12.09.2018;8.584.184;0;0;FALSE;0;0;0
736;1;1;13.09.2018;8.584.522;0;0;FALSE;0;0;0
736;1;1;14.09.2018;8.584.754;0;0;FALSE;0;0;0
736;1;1;15.09.2018;8.585.034;0;0;FALSE;0;0;0
736;1;1;16.09.2018;8.585.299;0;0;FALSE;0;0;0
736;1;1;17.09.2018;8.585.559;0;0;FALSE;0;0;0
736;1;1;18.09.2018;8.585.860;0;0;FALSE;0;0;0
736;1;1;19.09.2018;8.586.097;0;0;FALSE;0;0;0
736;1;1;20.09.2018;8.586.414;0;0;FALSE;0;0;0
736;1;1;21.09.2018;8.586.639;0;0;FALSE;0;0;0
736;1;1;22.09.2018;8.586.932;0;0;FALSE;0;0;0
736;1;1;23.09.2018;8.587.266;0;0;FALSE;0;0;0
736;1;1;24.09.2018;8.587.580;0;0;FALSE;0;0;0
736;1;1;25.09.2018;8.588.010;0;0;FALSE;0;0;0
736;1;1;26.09.2018;8.588.355;0;0;FALSE;0;0;0
736;1;1;27.09.2018;8.588.828;0;0;FALSE;0;0;0
736;1;1;28.09.2018;8.589.200;0;0;FALSE;0;0;0
736;1;1;29.09.2018;8.589.532;0;0;FALSE;0;0;0
736;1;1;30.09.2018;8.589.885;0;0;FALSE;0;0;0
736;1;1;01.10.2018;8.590.171;0;0;FALSE;0;0;0
736;1;1;02.10.2018;8.590.574;0;0;FALSE;0;0;0
736;1;1;03.10.2018;8.590.867;0;0;FALSE;0;0;0
736;1;1;04.10.2018;8.591.232;0;0;FALSE;0;0;0
736;1;1;05.10.2018;8.591.609;0;0;FALSE;0;0;0
736;1;1;06.10.2018;8.591.940;0;0;FALSE;0;0;0
736;1;1;07.10.2018;8.592.336;0;0;FALSE;0;0;0
736;1;1;08.10.2018;8.593.049;0;0;FALSE;0;0;0
736;1;1;09.10.2018;8.593.407;0;0;FALSE;0;0;0
736;1;1;10.10.2018;8.593.722;0;0;FALSE;0;0;0
736;1;1;11.10.2018;8.594.060;0;0;FALSE;0;0;0
736;1;1;12.10.2018;8.594.410;0;0;FALSE;0;0;0
736;1;1;13.10.2018;8.594.752;0;0;FALSE;0;0;0
736;1;1;14.10.2018;8.595.126;0;0;FALSE;0;0;0
736;1;1;15.10.2018;8.595.485;0;0;FALSE;0;0;0
736;1;1;16.10.2018;8.595.837;0;0;FALSE;0;0;0
736;1;1;17.10.2018;8.596.449;0;0;FALSE;0;0;0
736;1;1;18.10.2018;8.596.905;0;0;FALSE;0;0;0
736;1;1;19.10.2018;8.597.421;0;0;FALSE;0;0;0
736;1;1;20.10.2018;8.598.034;0;0;FALSE;0;0;0
736;1;1;21.10.2018;8.598.660;0;0;FALSE;0;0;0
736;1;1;22.10.2018;8.599.468;0;0;FALSE;0;0;0
736;1;1;23.10.2018;8.600.276;0;0;FALSE;0;0;0
736;1;1;24.10.2018;8.600.859;0;0;FALSE;0;0;0
736;1;1;25.10.2018;8.601.915;0;0;FALSE;0;0;0
736;1;1;26.10.2018;8.602.844;0;0;FALSE;0;0;0
736;1;1;27.10.2018;8.603.624;0;0;FALSE;0;0;0
736;1;1;28.10.2018;8.604.222;0;0;FALSE;0;0;0
736;1;1;29.10.2018;8.604.751;0;0;FALSE;0;0;0
736;1;1;30.10.2018;8.605.228;0;0;FALSE;0;0;0
736;1;1;31.10.2018;8.605.765;0;0;FALSE;0;0;0
736;1;1;01.11.2018;8.606.305;0;0;FALSE;0;0;0
736;1;1;02.11.2018;8.606.825;0;0;FALSE;0;0;0
736;1;1;03.11.2018;8.607.630;0;0;FALSE;0;0;0
736;1;1;04.11.2018;8.608.249;0;0;FALSE;0;0;0
736;1;1;05.11.2018;8.609.097;0;0;FALSE;0;0;0
736;1;1;06.11.2018;8.609.806;0;0;FALSE;0;0;0
736;1;1;07.11.2018;8.610.672;0;0;FALSE;0;0;0
736;1;1;08.11.2018;8.611.174;0;0;FALSE;0;0;0
736;1;1;09.11.2018;8.611.869;0;0;FALSE;0;0;0
736;1;1;10.11.2018;8.612.658;0;0;FALSE;0;0;0
736;1;1;11.11.2018;8.613.330;0;0;FALSE;0;0;0
736;1;1;12.11.2018;8.614.036;0;0;FALSE;0;0;0
736;1;1;13.11.2018;8.615.176;0;0;FALSE;0;0;0
736;1;1;14.11.2018;8.616.308;0;0;FALSE;0;0;0
736;1;1;15.11.2018;8.617.440;0;0;FALSE;0;0;0
736;1;1;16.11.2018;8.618.914;0;0;FALSE;0;0;0
736;1;1;17.11.2018;8.620.592;0;0;FALSE;0;0;0
736;1;1;18.11.2018;8.622.145;0;0;FALSE;0;0;0
736;1;1;19.11.2018;8.623.533;0;0;FALSE;0;0;0
736;1;1;20.11.2018;8.625.138;0;0;FALSE;0;0;0
736;1;1;21.11.2018;8.626.361;0;0;FALSE;0;0;0
736;1;1;22.11.2018;8.627.593;0;0;FALSE;0;0;0
736;1;1;23.11.2018;8.628.995;0;0;FALSE;0;0;0
736;1;1;24.11.2018;8.630.397;0;0;FALSE;0;0;0
736;1;1;25.11.2018;8.631.839;0;0;FALSE;0;0;0
736;1;1;26.11.2018;8.633.251;0;0;FALSE;0;0;0
736;1;1;27.11.2018;8.634.622;0;0;FALSE;0;0;0
736;1;1;28.11.2018;8.636.036;0;0;FALSE;0;0;0
736;1;1;29.11.2018;8.637.691;0;0;FALSE;0;0;0
736;1;1;30.11.2018;8.639.500;0;0;FALSE;0;0;0
736;1;1;01.12.2018;8.641.583;0;0;FALSE;0;0;0
736;1;1;02.12.2018;8.643.116;0;0;FALSE;0;0;0
736;1;1;03.12.2018;8.645.004;0;0;FALSE;0;0;0
736;1;1;04.12.2018;8.646.302;0;0;FALSE;0;0;0
736;1;1;05.12.2018;8.647.869;0;0;FALSE;0;0;0
736;1;1;06.12.2018;8.649.513;0;0;FALSE;0;0;0
736;1;1;07.12.2018;8.651.208;0;0;FALSE;0;0;0
736;1;1;08.12.2018;8.653.120;0;0;FALSE;0;0;0
736;1;1;09.12.2018;8.654.902;0;0;FALSE;0;0;0
736;1;1;10.12.2018;8.656.409;0;0;FALSE;0;0;0
736;1;1;11.12.2018;8.657.916;0;0;FALSE;0;0;0
736;1;1;12.12.2018;8.659.826;0;0;FALSE;0;0;0
736;1;1;13.12.2018;8.661.826;0;0;FALSE;0;0;0
736;1;1;14.12.2018;8.663.517;0;0;FALSE;0;0;0
736;1;1;15.12.2018;8.664.970;0;0;FALSE;0;0;0
736;1;1;16.12.2018;8.666.239;0;0;FALSE;0;0;0
736;1;1;17.12.2018;8.667.995;0;0;FALSE;0;0;0
736;1;1;18.12.2018;8.669.370;0;0;FALSE;0;0;0
736;1;1;19.12.2018;8.671.485;0;0;FALSE;0;0;0
736;1;1;20.12.2018;8.673.331;0;0;FALSE;0;0;0
736;1;1;21.12.2018;8.675.302;0;0;FALSE;0;0;0
736;1;1;22.12.2018;8.677.005;0;0;FALSE;0;0;0
736;1;1;23.12.2018;8.678.719;0;0;FALSE;0;0;0
736;1;1;24.12.2018;8.680.365;0;0;FALSE;0;0;0
736;1;1;25.12.2018;8.682.310;0;0;FALSE;0;0;0
736;1;1;26.12.2018;8.684.176;0;0;FALSE;0;0;0
736;1;1;27.12.2018;8.686.183;0;0;FALSE;0;0;0
736;1;1;28.12.2018;8.688.057;0;0;FALSE;0;0;0
736;1;1;29.12.2018;8.690.055;0;0;FALSE;0;0;0
736;1;1;30.12.2018;8.692.101;0;0;FALSE;0;0;0
736;1;1;31.12.2018;8.694.073;0;0;FALSE;0;0;0
736;1;1;01.01.2019;8.696.056;0;0;FALSE;0;0;0
736;1;1;02.01.2019;8.697.909;0;0;FALSE;0;0;0
736;1;1;03.01.2019;8.699.895;0;0;FALSE;0;0;0
736;1;1;04.01.2019;8.702.221;0;0;FALSE;0;0;0
736;1;1;05.01.2019;8.704.445;0;0;FALSE;0;0;0
736;1;1;06.01.2019;8.706.216;0;0;FALSE;0;0;0
736;1;1;07.01.2019;8.708.066;0;0;FALSE;0;0;0
736;1;1;08.01.2019;8.710.190;0;0;FALSE;0;0;0
736;1;1;09.01.2019;8.712.567;0;0;FALSE;0;0;0
736;1;1;10.01.2019;8.714.468;0;0;FALSE;0;0;0
736;1;1;11.01.2019;8.716.147;0;0;FALSE;0;0;0
736;1;1;12.01.2019;8.718.086;0;0;FALSE;0;0;0
736;1;1;13.01.2019;8.720.206;0;0;FALSE;0;0;0
736;1;1;14.01.2019;8.722.013;0;0;FALSE;0;0;0
736;1;1;15.01.2019;8.723.780;0;0;FALSE;0;0;0
736;1;1;16.01.2019;8.725.950;0;0;FALSE;0;0;0
736;1;1;17.01.2019;8.727.911;0;0;FALSE;0;0;0
736;1;1;18.01.2019;8.729.821;0;0;FALSE;0;0;0
736;1;1;19.01.2019;8.731.263;0;0;FALSE;0;0;0
736;1;1;20.01.2019;8.733.033;0;0;FALSE;0;0;0
736;1;1;21.01.2019;8.734.799;0;0;FALSE;0;0;0
736;1;1;22.01.2019;8.736.615;0;0;FALSE;0;0;0
736;1;1;23.01.2019;8.738.264;0;0;FALSE;0;0;0
736;1;1;24.01.2019;8.739.815;0;0;FALSE;0;0;0
736;1;1;25.01.2019;8.741.245;0;0;FALSE;0;0;0
736;1;1;26.01.2019;8.742.840;0;0;FALSE;0;0;0
736;1;1;27.01.2019;8.744.520;0;0;FALSE;0;0;0
736;1;1;28.01.2019;8.746.204;0;0;FALSE;0;0;0
736;1;1;29.01.2019;8.747.809;0;0;FALSE;0;0;0
736;1;1;30.01.2019;8.749.257;0;0;FALSE;0;0;0
736;1;1;31.01.2019;8.750.880;0;0;FALSE;0;0;0
736;1;1;01.02.2019;8.752.246;0;0;FALSE;0;0;0
736;1;1;02.02.2019;8.753.651;0;0;FALSE;0;0;0
736;1;1;03.02.2019;8.755.085;0;0;FALSE;0;0;0
736;1;1;04.02.2019;8.756.495;0;0;FALSE;0;0;0
736;1;1;05.02.2019;8.758.079;0;0;FALSE;0;0;0
736;1;1;06.02.2019;8.759.375;0;0;FALSE;0;0;0
736;1;1;07.02.2019;8.761.263;0;0;FALSE;0;0;0
736;1;1;08.02.2019;8.763.277;0;0;FALSE;0;0;0
736;1;1;09.02.2019;8.765.232;0;0;FALSE;0;0;0
736;1;1;10.02.2019;8.767.291;0;0;FALSE;0;0;0
736;1;1;11.02.2019;8.769.210;0;0;FALSE;0;0;0
